name,synonym,unit
Unused Domestic Extraction - Primary Crops - Sugar Cane,UDE_1.06.002,kt
Unused Domestic Extraction - Primary Crops - Sugar Crops nes,UDE_1.06.003,kt
Unused Domestic Extraction - Primary Crops - Cotton Lint,UDE_1.07.001,kt
Unused Domestic Extraction - Primary Crops - Flax Fibre and Tow,UDE_1.07.002,kt
Unused Domestic Extraction - Primary Crops - Hemp Fibre and Tow,UDE_1.07.003,kt
Unused Domestic Extraction - Primary Crops - Abaca,UDE_1.07.004,kt
Unused Domestic Extraction - Primary Crops - Agave Fibres nes,UDE_1.07.005,kt
Unused Domestic Extraction - Primary Crops - Coir,UDE_1.07.006,kt
Unused Domestic Extraction - Primary Crops - Fibre Crops nes,UDE_1.07.007,kt
Unused Domestic Extraction - Primary Crops - Ramie,UDE_1.07.008,kt
Unused Domestic Extraction - Primary Crops - Sisal,UDE_1.07.009,kt
Unused Domestic Extraction - Primary Crops - Kapok Fibre,UDE_1.07.010,kt
Unused Domestic Extraction - Primary Crops - Jute and Jute-like Fibres,UDE_1.07.011,kt
Unused Domestic Extraction - Primary Crops - Other Bastfibres,UDE_1.07.012,kt
"Unused Domestic Extraction - Primary Crops - Anise, Badian, Fennel",UDE_1.08.001,
Unused Domestic Extraction - Primary Crops - Chicory Roots,UDE_1.08.002,kt
"Unused Domestic Extraction - Primary Crops - Coffee, Green",UDE_1.08.003,
Unused Domestic Extraction - Primary Crops - Hops,UDE_1.08.004,
Unused Domestic Extraction - Primary Crops - Peppermint,UDE_1.08.005,kt
"Unused Domestic Extraction - Primary Crops - Pyrethrum, Dried Flowers",UDE_1.08.006,kt
Unused Domestic Extraction - Primary Crops - Tea,UDE_1.08.007,
Unused Domestic Extraction - Primary Crops - Spices nec,UDE_1.08.008,
Unused Domestic Extraction - Primary Crops - Cocoa Beans,UDE_1.08.009,kt
Unused Domestic Extraction - Primary Crops - Mate,UDE_1.08.010,kt
Unused Domestic Extraction - Primary Crops - Tobacco Leaves,UDE_1.08.011,
Unused Domestic Extraction - Primary Crops - Natural Rubber,UDE_1.08.012,
Unused Domestic Extraction - Primary Crops - Cinnamon,UDE_1.08.013,
Unused Domestic Extraction - Primary Crops - Cloves,UDE_1.08.014,
Unused Domestic Extraction - Primary Crops - Ginger,UDE_1.08.015,
"Unused Domestic Extraction - Primary Crops - Nutmeg, mace and cardamoms",UDE_1.08.016,
Unused Domestic Extraction - Primary Crops - Vanilla,UDE_1.08.017,
Unused Domestic Extraction - Primary Crops - Pepper,UDE_1.08.018,
"Unused Domestic Extraction - Primary Crops - Chillies and peppers, dry",UDE_1.08.019,
Unused Domestic Extraction - Primary Crops - Tea nes,UDE_1.08.020,
Unused Domestic Extraction - Primary Crops - Kapokseed in Shell,UDE_1.08.023,kt
Unused Domestic Extraction - Crop residues - Straw,UDE_1.09.001,
Unused Domestic Extraction - Crop residues - Feed,UDE_1.09.002,
Unused Domestic Extraction - Fodder crops - Alfalfa for Forage and Silage,UDE_1.10.001,kt
Unused Domestic Extraction - Fodder crops - Beets for Fodder,UDE_1.10.002,kt
Unused Domestic Extraction - Fodder crops - Cabbage for Fodder,UDE_1.10.003,kt
Unused Domestic Extraction - Fodder crops - Carrots for Fodder,UDE_1.10.004,kt
Unused Domestic Extraction - Fodder crops - Clover for Forage and Silage,UDE_1.10.005,kt
Unused Domestic Extraction - Fodder crops - Maize for Forage and Silage,UDE_1.10.006,kt
Unused Domestic Extraction - Fodder crops - Other grasses,UDE_1.10.007,
"Unused Domestic Extraction - Fodder crops - Rye Grass, Forage and Silage",UDE_1.10.008,kt
Unused Domestic Extraction - Fodder crops - Sorghum for Forage and Silage,UDE_1.10.009,kt
Unused Domestic Extraction - Fodder crops - Swedes for Fodder,UDE_1.10.010,kt
Unused Domestic Extraction - Fodder crops - Turnips for Fodder,UDE_1.10.011,kt
"Unused Domestic Extraction - Fodder crops - Vegetables and Roots, Fodder",UDE_1.10.012,kt
Unused Domestic Extraction - Fodder crops - Forage Products nec,UDE_1.10.013,kt
Unused Domestic Extraction - Fodder crops - Grasses nec for Forage and Silage,UDE_1.10.014,kt
Unused Domestic Extraction - Fodder crops - Leguminous nec for forage and Silage,UDE_1.10.015,kt
Unused Domestic Extraction - Fodder crops - Green Oilseeds for Fodder,UDE_1.10.016,kt
Unused Domestic Extraction - Grazing,UDE_1.10.017,
Unused Domestic Extraction - Forestry - Coniferous wood - Industrial roundwood,UDE_1.11.001,kt
Unused Domestic Extraction - Forestry - Coniferous wood - Wood fuel,UDE_1.11.002,kt
Unused Domestic Extraction - Forestry - Non-coniferous wood - Industrial roundwood,UDE_1.11.003,kt
Unused Domestic Extraction - Forestry - Non-coniferous wood - Wood fuel,UDE_1.11.004,kt
Unused Domestic Extraction - Forestry - Raw materials other than wood,UDE_1.11.005,
Unused Domestic Extraction - Forestry - Kapok Fruit,UDE_1.11.006,
Unused Domestic Extraction - Forestry - Natural Gums,UDE_1.11.007,
Unused Domestic Extraction - Fishery - Aquatic plants,UDE_1.12.001,
Unused Domestic Extraction - Fishery - Marine fish catch,UDE_1.12.002,kt
Unused Domestic Extraction - Fishery - Inland waters fish catch,UDE_1.12.003,kt
Unused Domestic Extraction - Fishery - Other (e.g. Aquatic mammals),UDE_1.12.004,
Unused Domestic Extraction - Metal Ores - Uranium and thorium ores,UDE_2.1,kt
Unused Domestic Extraction - Metal Ores - Iron ores,UDE_2.2,kt
Unused Domestic Extraction - Metal Ores - Copper ores,UDE_2.3,kt
Unused Domestic Extraction - Metal Ores - Nickel ores,UDE_2.4,kt
Unused Domestic Extraction - Metal Ores - Bauxite and aluminium ores,UDE_2.5,kt
Unused Domestic Extraction - Metal Ores - Gold ores,UDE_2.6.01,kt
Unused Domestic Extraction - Metal Ores - PGM ores,UDE_2.6.02,kt
Unused Domestic Extraction - Metal Ores - Silver ores,UDE_2.6.03,kt
Unused Domestic Extraction - Metal Ores - Lead ores,UDE_2.7.01,kt
Unused Domestic Extraction - Metal Ores - Tin ores,UDE_2.7.02,kt
Unused Domestic Extraction - Metal Ores - Zinc ores,UDE_2.7.03,kt
Unused Domestic Extraction - Metal Ores - Other non-ferrous metal ores,UDE_2.8,kt
Unused Domestic Extraction - Non-Metallic Minerals - Other minerals,UDE_3.8,kt
"Unused Domestic Extraction - Non-Metallic Minerals - Limestone, gypsum, chalk, dolomite",UDE_3.3,kt
Unused Domestic Extraction - Non-Metallic Minerals - Slate,UDE_3.5,kt
Unused Domestic Extraction - Non-Metallic Minerals - Building stones,UDE_3.6,kt
Unused Domestic Extraction - Non-Metallic Minerals - Clays and kaolin,UDE_3.2,kt
Unused Domestic Extraction - Non-Metallic Minerals - Gravel and sand,UDE_3.7,kt
Unused Domestic Extraction - Non-Metallic Minerals - Salt,UDE_3.4,
Unused Domestic Extraction - Non-Metallic Minerals - Chemical and fertilizer minerals,UDE_3.1,kt
Unused Domestic Extraction - Fossil Fuels - Anthracite,UDE_4.1,kt
Unused Domestic Extraction - Fossil Fuels - Coking coal,UDE_4.2,kt
Unused Domestic Extraction - Fossil Fuels - Other bituminous coal,UDE_4.3,kt
Unused Domestic Extraction - Fossil Fuels - Sub-bituminous coal,UDE_4.4,kt
Unused Domestic Extraction - Fossil Fuels - Lignite/brown coal,UDE_4.5,kt
Unused Domestic Extraction - Fossil Fuels - Peat,UDE_4.6,
Unused Domestic Extraction - Fossil Fuels - Crude oil,UDE_4.7,kt
Unused Domestic Extraction - Fossil Fuels - Natural gas,UDE_4.8,kt
Unused Domestic Extraction - Fossil Fuels - Natural gas liquids,UDE_4.9,
Water Consumption Green - Agriculture - rice,WCG_1.1,Mm3
Water Consumption Green - Agriculture - wheat,WCG_1.2,Mm3
Water Consumption Green - Agriculture - other cereals,WCG_1.3,Mm3
Water Consumption Green - Agriculture - roots and tubers,WCG_1.4,Mm3
Water Consumption Green - Agriculture - sugar crops,WCG_1.5,Mm3
Water Consumption Green - Agriculture - pulses,WCG_1.6,Mm3
Water Consumption Green - Agriculture - nuts,WCG_1.7,Mm3
Water Consumption Green - Agriculture - oil crops,WCG_1.8,Mm3
Water Consumption Green - Agriculture - vegetables,WCG_1.9,Mm3
Water Consumption Green - Agriculture - fruits,WCG_1.10,Mm3
Water Consumption Green - Agriculture - fibres,WCG_1.11,Mm3
Water Consumption Green - Agriculture - other crops,WCG_1.12,Mm3
Water Consumption Green - Agriculture - fodder crops,WCG_1.13,Mm3
Water Consumption Blue - Agriculture - rice,WCB_1.1,Mm3
Water Consumption Blue - Agriculture - wheat,WCB_1.2,Mm3
Water Consumption Blue - Agriculture - other cereals,WCB_1.3,Mm3
Water Consumption Blue - Agriculture - roots and tubers,WCB_1.4,Mm3
Water Consumption Blue - Agriculture - sugar crops,WCB_1.5,Mm3
Water Consumption Blue - Agriculture - pulses,WCB_1.6,Mm3
Water Consumption Blue - Agriculture - nuts,WCB_1.7,Mm3
Water Consumption Blue - Agriculture - oil crops,WCB_1.8,Mm3
Water Consumption Blue - Agriculture - vegetables,WCB_1.9,Mm3
Water Consumption Blue - Agriculture - fruits,WCB_1.10,Mm3
Water Consumption Blue - Agriculture - fibres,WCB_1.11,Mm3
Water Consumption Blue - Agriculture - other crops,WCB_1.12,Mm3
Water Consumption Blue - Agriculture - fodder crops,WCB_1.13,Mm3
Water Consumption Blue - Livestock - dairy cattle,WCB_1.14,Mm3
Water Consumption Blue - Livestock - nondairy cattle,WCB_1.15,Mm3
Water Consumption Blue - Livestock - pigs,WCB_1.16,Mm3
Water Consumption Blue - Livestock - sheep,WCB_1.17,Mm3
Water Consumption Blue - Livestock - goats,WCB_1.18,Mm3
Water Consumption Blue - Livestock - buffaloes,WCB_1.19,Mm3
Water Consumption Blue - Livestock - camels,WCB_1.20,Mm3
Water Consumption Blue - Livestock - horses,WCB_1.21,Mm3
Water Consumption Blue - Livestock - chicken,WCB_1.22,Mm3
Water Consumption Blue - Livestock - turkeys,WCB_1.23,Mm3
Water Consumption Blue - Livestock - ducks,WCB_1.24,Mm3
Water Consumption Blue - Livestock - geese,WCB_1.25,Mm3
Water Consumption Blue - Manufacturing - Products of meat cattle,WCB_2.1.1,Mm3
Water Consumption Blue - Manufacturing - Products of meat pigs,WCB_2.1.2,Mm3
Water Consumption Blue - Manufacturing - Products of meat poultry,WCB_2.1.3,Mm3
Water Consumption Blue - Manufacturing - Meat products nec,WCB_2.1.4,Mm3
Water Consumption Blue - Manufacturing - products of Vegetable oils and fats,WCB_2.1.5,Mm3
Water Consumption Blue - Manufacturing - Dairy products,WCB_2.1.6,Mm3
Water Consumption Blue - Manufacturing - Processed rice,WCB_2.1.7,Mm3
Water Consumption Blue - Manufacturing - Sugar,WCB_2.1.8,Mm3
Water Consumption Blue - Manufacturing - Food products nec,WCB_2.1.9,Mm3
Water Consumption Blue - Manufacturing - Beverages,WCB_2.1.10,Mm3
Water Consumption Blue - Manufacturing - Fish products,WCB_2.1.11,Mm3
Water Consumption Blue - Manufacturing - Tobacco products (16),WCB_2.1.12,Mm3
Water Consumption Blue - Manufacturing - Textiles (17),WCB_2.2.1,Mm3
Water Consumption Blue - Manufacturing - Wearing apparel; furs (18),WCB_2.2.2,Mm3
Water Consumption Blue - Manufacturing - Leather and leather products (19),WCB_2.2.3,Mm3
Water Consumption Blue - Manufacturing - Pulp,WCB_2.3.1,Mm3
"Water Consumption Blue - Manufacturing - Secondary paper for treatment, Re-processing of secondary paper into new pulp",WCB_2.3.2,Mm3
Water Consumption Blue - Manufacturing - Paper and paper products,WCB_2.3.3,Mm3
Water Consumption Blue - Manufacturing - Printed matter and recorded media (22),WCB_2.3.4,Mm3
"Water Consumption Blue - Manufacturing - Plastics, basic",WCB_2.4.1,Mm3
"Water Consumption Blue - Manufacturing - Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",WCB_2.4.2,Mm3
Water Consumption Blue - Manufacturing - N-fertiliser,WCB_2.4.3,Mm3
Water Consumption Blue - Manufacturing - P- and other fertiliser,WCB_2.4.4,Mm3
Water Consumption Blue - Manufacturing - Chemicals nec,WCB_2.4.5,Mm3
Water Consumption Blue - Manufacturing - Rubber and plastic products (25),WCB_2.4.6,Mm3
Water Consumption Blue - Manufacturing - Glass and glass products,WCB_2.5.1,Mm3
"Water Consumption Blue - Manufacturing - Secondary glass for treatment, Re-processing of secondary glass into new glass",WCB_2.5.2,Mm3
Water Consumption Blue - Manufacturing - Ceramic goods,WCB_2.5.3,Mm3
"Water Consumption Blue - Manufacturing - Bricks, tiles and construction products, in baked clay",WCB_2.5.4,Mm3
"Water Consumption Blue - Manufacturing - Cement, lime and plaster",WCB_2.5.5,Mm3
"Water Consumption Blue - Manufacturing - Ash for treatment, Re-processing of ash into clinker",WCB_2.5.6,Mm3
Water Consumption Blue - Manufacturing - Other non-metallic mineral products,WCB_2.5.7,Mm3
Water Consumption Blue - Manufacturing - Basic iron and steel and of ferro-alloys and first products thereof,WCB_2.6.1,Mm3
"Water Consumption Blue - Manufacturing - Secondary steel for treatment, Re-processing of secondary steel into new steel",WCB_2.6.2,Mm3
Water Consumption Blue - Manufacturing - Precious metals,WCB_2.6.3,Mm3
"Water Consumption Blue - Manufacturing - Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",WCB_2.6.4,Mm3
Water Consumption Blue - Manufacturing - Aluminium and aluminium products,WCB_2.6.5,Mm3
"Water Consumption Blue - Manufacturing - Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",WCB_2.6.6,Mm3
"Water Consumption Blue - Manufacturing - Lead, zinc and tin and products thereof",WCB_2.6.7,Mm3
"Water Consumption Blue - Manufacturing - Secondary lead for treatment, Re-processing of secondary lead into new lead",WCB_2.6.8,Mm3
Water Consumption Blue - Manufacturing - Copper products,WCB_2.6.9,Mm3
"Water Consumption Blue - Manufacturing - Secondary copper for treatment, Re-processing of secondary copper into new copper",WCB_2.6.10,Mm3
Water Consumption Blue - Manufacturing - Other non-ferrous metal products,WCB_2.6.11,Mm3
"Water Consumption Blue - Manufacturing - Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",WCB_2.6.12,Mm3
"Water Consumption Blue - Manufacturing - Fabricated metal products, except machinery and equipment (28)",WCB_2.7.1,Mm3
Water Consumption Blue - Manufacturing - Machinery and equipment n.e.c. (29),WCB_2.7.2,Mm3
Water Consumption Blue - Manufacturing - Office machinery and computers (30),WCB_2.7.3,Mm3
Water Consumption Blue - Manufacturing - Electrical machinery and apparatus n.e.c. (31),WCB_2.7.4,Mm3
"Water Consumption Blue - Manufacturing - Radio, television and communication equipment and apparatus (32)",WCB_2.7.5,Mm3
"Water Consumption Blue - Manufacturing - Medical, precision and optical instruments, watches and clocks (33)",WCB_2.7.6,Mm3
"Water Consumption Blue - Manufacturing - Motor vehicles, trailers and semi-trailers (34)",WCB_2.7.7,Mm3
Water Consumption Blue - Manufacturing - Other transport equipment (35),WCB_2.7.8,Mm3
Water Consumption Blue - Manufacturing - Furniture; other manufactured goods n.e.c. (36),WCB_2.7.9,Mm3
Water Consumption Blue - Electricity - tower - Electricity by coal,WCB_3.1.1,Mm3
Water Consumption Blue - Electricity - tower - Electricity by gas,WCB_3.1.2,Mm3
Water Consumption Blue - Electricity - tower - Electricity by nuclear,WCB_3.1.3,Mm3
Water Consumption Blue - Electricity - tower - Electricity by hydro,WCB_3.1.4,
Water Consumption Blue - Electricity - tower - Electricity by wind,WCB_3.1.5,
Water Consumption Blue - Electricity - tower - Electricity by petroleum and other oil derivatives,WCB_3.1.6,Mm3
Water Consumption Blue - Electricity - tower - Electricity by biomass and waste,WCB_3.1.7,Mm3
Water Consumption Blue - Electricity - tower - Electricity by solar photovoltaic,WCB_3.1.8,
Water Consumption Blue - Electricity - tower - Electricity by solar thermal,WCB_3.1.9,Mm3
"Water Consumption Blue - Electricity - tower - Electricity by tide, wave, ocean",WCB_3.1.10,
Water Consumption Blue - Electricity - tower - Electricity by Geothermal,WCB_3.1.11,Mm3
Water Consumption Blue - Electricity - tower - Electricity nec,WCB_3.1.12,
Water Consumption Blue - Electricity - once-through - Electricity by coal,WCB_3.2.1,Mm3
Water Consumption Blue - Electricity - once-through - Electricity by gas,WCB_3.2.2,Mm3
Water Consumption Blue - Electricity - once-through - Electricity by nuclear,WCB_3.2.3,Mm3
Water Consumption Blue - Electricity - once-through - Electricity by hydro,WCB_3.2.4,
Water Consumption Blue - Electricity - once-through - Electricity by wind,WCB_3.2.5,
Water Consumption Blue - Electricity - once-through - Electricity by petroleum and other oil derivatives,WCB_3.2.6,Mm3
Water Consumption Blue - Electricity - once-through - Electricity by biomass and waste,WCB_3.2.7,Mm3
Water Consumption Blue - Electricity - once-through - Electricity by solar photovoltaic,WCB_3.2.8,
Water Consumption Blue - Electricity - once-through - Electricity by solar thermal,WCB_3.2.9,
"Water Consumption Blue - Electricity - once-through - Electricity by tide, wave, ocean",WCB_3.2.10,
Water Consumption Blue - Electricity - once-through - Electricity by Geothermal,WCB_3.2.11,Mm3
Water Consumption Blue - Electricity - once-through - Electricity nec,WCB_3.2.12,
Water Consumption Blue - Domestic - domestic Water Consumption Blue,WCB_4,
Water Withdrawal Blue - Manufacturing - Products of meat cattle,WWB_2.1.1,Mm3
Water Withdrawal Blue - Manufacturing - Products of meat pigs,WWB_2.1.2,Mm3
Water Withdrawal Blue - Manufacturing - Products of meat poultry,WWB_2.1.3,Mm3
Water Withdrawal Blue - Manufacturing - Meat products nec,WWB_2.1.4,Mm3
Water Withdrawal Blue - Manufacturing - products of Vegetable oils and fats,WWB_2.1.5,Mm3
Water Withdrawal Blue - Manufacturing - Dairy products,WWB_2.1.6,Mm3
Water Withdrawal Blue - Manufacturing - Processed rice,WWB_2.1.7,Mm3
Water Withdrawal Blue - Manufacturing - Sugar,WWB_2.1.8,Mm3
Water Withdrawal Blue - Manufacturing - Food products nec,WWB_2.1.9,Mm3
Water Withdrawal Blue - Manufacturing - Beverages,WWB_2.1.10,Mm3
Water Withdrawal Blue - Manufacturing - Fish products,WWB_2.1.11,Mm3
Water Withdrawal Blue - Manufacturing - Tobacco products (16),WWB_2.1.12,Mm3
Water Withdrawal Blue - Manufacturing - Textiles (17),WWB_2.2.1,Mm3
Water Withdrawal Blue - Manufacturing - Wearing apparel; furs (18),WWB_2.2.2,Mm3
Water Withdrawal Blue - Manufacturing - Leather and leather products (19),WWB_2.2.3,Mm3
Water Withdrawal Blue - Manufacturing - Pulp,WWB_2.3.1,Mm3
"Water Withdrawal Blue - Manufacturing - Secondary paper for treatment, Re-processing of secondary paper into new pulp",WWB_2.3.2,Mm3
Water Withdrawal Blue - Manufacturing - Paper and paper products,WWB_2.3.3,Mm3
Water Withdrawal Blue - Manufacturing - Printed matter and recorded media (22),WWB_2.3.4,Mm3
"Water Withdrawal Blue - Manufacturing - Plastics, basic",WWB_2.4.1,Mm3
"Water Withdrawal Blue - Manufacturing - Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",WWB_2.4.2,Mm3
Water Withdrawal Blue - Manufacturing - N-fertiliser,WWB_2.4.3,Mm3
Water Withdrawal Blue - Manufacturing - P- and other fertiliser,WWB_2.4.4,Mm3
Water Withdrawal Blue - Manufacturing - Chemicals nec,WWB_2.4.5,Mm3
Water Withdrawal Blue - Manufacturing - Rubber and plastic products (25),WWB_2.4.6,Mm3
Water Withdrawal Blue - Manufacturing - Glass and glass products,WWB_2.5.1,Mm3
"Water Withdrawal Blue - Manufacturing - Secondary glass for treatment, Re-processing of secondary glass into new glass",WWB_2.5.2,Mm3
Water Withdrawal Blue - Manufacturing - Ceramic goods,WWB_2.5.3,Mm3
"Water Withdrawal Blue - Manufacturing - Bricks, tiles and construction products, in baked clay",WWB_2.5.4,Mm3
"Water Withdrawal Blue - Manufacturing - Cement, lime and plaster",WWB_2.5.5,Mm3
"Water Withdrawal Blue - Manufacturing - Ash for treatment, Re-processing of ash into clinker",WWB_2.5.6,Mm3
Water Withdrawal Blue - Manufacturing - Other non-metallic mineral products,WWB_2.5.7,Mm3
Water Withdrawal Blue - Manufacturing - Basic iron and steel and of ferro-alloys and first products thereof,WWB_2.6.1,Mm3
"Water Withdrawal Blue - Manufacturing - Secondary steel for treatment, Re-processing of secondary steel into new steel",WWB_2.6.2,Mm3
Water Withdrawal Blue - Manufacturing - Precious metals,WWB_2.6.3,Mm3
"Water Withdrawal Blue - Manufacturing - Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",WWB_2.6.4,Mm3
Water Withdrawal Blue - Manufacturing - Aluminium and aluminium products,WWB_2.6.5,Mm3
"Water Withdrawal Blue - Manufacturing - Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",WWB_2.6.6,Mm3
"Water Withdrawal Blue - Manufacturing - Lead, zinc and tin and products thereof",WWB_2.6.7,Mm3
"Water Withdrawal Blue - Manufacturing - Secondary lead for treatment, Re-processing of secondary lead into new lead",WWB_2.6.8,Mm3
Water Withdrawal Blue - Manufacturing - Copper products,WWB_2.6.9,Mm3
"Water Withdrawal Blue - Manufacturing - Secondary copper for treatment, Re-processing of secondary copper into new copper",WWB_2.6.10,Mm3
Water Withdrawal Blue - Manufacturing - Other non-ferrous metal products,WWB_2.6.11,Mm3
"Water Withdrawal Blue - Manufacturing - Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",WWB_2.6.12,Mm3
"Water Withdrawal Blue - Manufacturing - Fabricated metal products, except machinery and equipment (28)",WWB_2.7.1,Mm3
Water Withdrawal Blue - Manufacturing - Machinery and equipment n.e.c. (29),WWB_2.7.2,Mm3
Water Withdrawal Blue - Manufacturing - Office machinery and computers (30),WWB_2.7.3,Mm3
Water Withdrawal Blue - Manufacturing - Electrical machinery and apparatus n.e.c. (31),WWB_2.7.4,Mm3
"Water Withdrawal Blue - Manufacturing - Radio, television and communication equipment and apparatus (32)",WWB_2.7.5,Mm3
"Water Withdrawal Blue - Manufacturing - Medical, precision and optical instruments, watches and clocks (33)",WWB_2.7.6,Mm3
"Water Withdrawal Blue - Manufacturing - Motor vehicles, trailers and semi-trailers (34)",WWB_2.7.7,Mm3
Water Withdrawal Blue - Manufacturing - Other transport equipment (35),WWB_2.7.8,Mm3
Water Withdrawal Blue - Manufacturing - Furniture; other manufactured goods n.e.c. (36),WWB_2.7.9,Mm3
Water Withdrawal Blue - Electricity - tower - Electricity by coal,WWB_3.1.1,Mm3
Water Withdrawal Blue - Electricity - tower - Electricity by gas,WWB_3.1.2,Mm3
Water Withdrawal Blue - Electricity - tower - Electricity by nuclear,WWB_3.1.3,Mm3
Water Withdrawal Blue - Electricity - tower - Electricity by hydro,WWB_3.1.4,
Water Withdrawal Blue - Electricity - tower - Electricity by wind,WWB_3.1.5,
Water Withdrawal Blue - Electricity - tower - Electricity by petroleum and other oil derivatives,WWB_3.1.6,Mm3
Water Withdrawal Blue - Electricity - tower - Electricity by biomass and waste,WWB_3.1.7,Mm3
Water Withdrawal Blue - Electricity - tower - Electricity by solar photovoltaic,WWB_3.1.8,
Water Withdrawal Blue - Electricity - tower - Electricity by solar thermal,WWB_3.1.9,Mm3
"Water Withdrawal Blue - Electricity - tower - Electricity by tide, wave, ocean",WWB_3.1.10,
Water Withdrawal Blue - Electricity - tower - Electricity by Geothermal,WWB_3.1.11,Mm3
Water Withdrawal Blue - Electricity - tower - Electricity nec,WWB_3.1.12,
Water Withdrawal Blue - Electricity - once-through - Electricity by coal,WWB_3.2.1,Mm3
Water Withdrawal Blue - Electricity - once-through - Electricity by gas,WWB_3.2.2,Mm3
Water Withdrawal Blue - Electricity - once-through - Electricity by nuclear,WWB_3.2.3,Mm3
Water Withdrawal Blue - Electricity - once-through - Electricity by hydro,WWB_3.2.4,
Water Withdrawal Blue - Electricity - once-through - Electricity by wind,WWB_3.2.5,
Water Withdrawal Blue - Electricity - once-through - Electricity by petroleum and other oil derivatives,WWB_3.2.6,Mm3
Water Withdrawal Blue - Electricity - once-through - Electricity by biomass and waste,WWB_3.2.7,Mm3
Water Withdrawal Blue - Electricity - once-through - Electricity by solar photovoltaic,WWB_3.2.8,
Water Withdrawal Blue - Electricity - once-through - Electricity by solar thermal,WWB_3.2.9,
"Water Withdrawal Blue - Electricity - once-through - Electricity by tide, wave, ocean",WWB_3.2.10,
Water Withdrawal Blue - Electricity - once-through - Electricity by Geothermal,WWB_3.2.11,Mm3
Water Withdrawal Blue - Electricity - once-through - Electricity nec,WWB_3.2.12,
Water Withdrawal Blue - Domestic - domestic Water Withdrawal Blue,WWB_4,
Emission Relevant Energy Carrier,EnER.tot,TJ
Energy Carrier Supply,EnS.tot,TJ
Energy Carrier Use,EnU.tot,TJ
Nature Inputs,NI.tot,TJ
